Wall time,Step,Value
1748534472.3952386,0,2.7228446006774902
1748535241.44192,1,2.030477285385132
1748536007.8941684,2,1.5971060991287231
1748536783.970613,3,1.3542766571044922
1748537560.5948536,4,1.2014272212982178
1748538326.5108411,5,0.9996215105056763
1748539091.949696,6,0.9149177074432373
1748539855.6670732,7,0.7764028310775757
1748540624.6299293,8,0.7378045320510864
1748541391.5450149,9,0.651945173740387
