Wall time,Step,Value
1748520328.4031286,0,1.9887418746948242
1748520964.6421728,1,0.9922427535057068
1748521600.5977736,2,0.6008801460266113
1748522236.3254642,3,0.4082092344760895
1748522874.2202942,4,0.32062414288520813
1748523509.7031171,5,0.27308139204978943
1748524143.534218,6,0.17840544879436493
1748524777.244841,7,0.27514633536338806
1748525410.5862086,8,0.16700290143489838
1748526045.2727315,9,0.14746612310409546
