Wall time,Step,Value
1748526794.8955793,0,2.9909040927886963
1748527553.0324814,1,2.6436750888824463
1748528323.4172678,2,2.40533709526062
1748529085.039512,3,2.2020552158355713
1748529850.3079975,4,2.039125919342041
1748530614.4318736,5,1.7884244918823242
1748531381.4982226,6,1.652909278869629
1748532155.6988955,7,1.476819634437561
1748532922.3858476,8,1.3398816585540771
1748533696.837441,9,1.2161113023757935
